"adresse";"lat";"lon";"betalt"
"Grødevej 10, 6823 Ansager";"55,6991541";"8,73031523";"0"
"Grødevej 12, 6823 Ansager";"55,69780104";"8,72331203";"0"
"Grødevej 14, 6823 Ansager";"55,69936659";"8,7058436";"0"
"Grødevej 19, 6823 Ansager";"55,69933943";"8,74729271";"0"
"Grødevej 19B, 6823 Ansager";"55,69913634";"8,74687828";"0"
"Grødevej 20, Hodde, 6823 Ansager";"55,69497355";"8,70316984";"0"
"Grødevej 21, 6823 Ansager";"55,69918876";"8,74163189";"0"
"Grødevej 22, Hodde, 6823 Ansager";"55,69406939";"8,69417961";"0"
"Grødevej 25, 6823 Ansager";"55,6995479";"8,73975555";"0"
"Grødevej 27, 6823 Ansager";"55,69938468";"8,73332458";"0"
"Grødevej 29, 6823 Ansager";"55,69783972";"8,72897176";"0"
"Grødevej 31, 6823 Ansager";"55,69328615";"8,71448781";"0"
"Grødevej 33, 6823 Ansager";"55,69210821";"8,71178078";"0"
"Grødevej 35, 6823 Ansager";"55,69415557";"8,70591852";"0"
"Grødevej 37, Hodde, 6823 Ansager";"55,69219819";"8,70498399";"0"
"Grødevej 39, Hodde, 6823 Ansager";"55,68918634";"8,70404098";"0"
"Grønmosevej 1, 6823 Ansager";"55,69198002";"8,72109425";"0"
"Grønmosevej 2, 6823 Ansager";"55,69212225";"8,71911892";"0"
"Grønmosevej 4, 6823 Ansager";"55,68810313";"8,71672284";"0"
"Grønmosevej 5, 6823 Ansager";"55,68796792";"8,71939222";"0"
"Grønmosevej 6, Hodde, 6823 Ansager";"55,68043167";"8,70882996";"0"
"Grønmosevej 7, Hodde, 6823 Ansager";"55,68015185";"8,71779189";"0"
"Grønmosevej 9, Hodde, 6823 Ansager";"55,68026606";"8,7205418";"0"
"Grønmosevej 11, Hodde, 6823 Ansager";"55,67701653";"8,7189958";"0"
"Grønmosevej 13, Hodde, 6823 Ansager";"55,67662848";"8,71248852";"0"
"H C Eskildsensvej 4, 6823 Ansager";"55,71097222";"8,75035965";"0"
"H C Eskildsensvej 5, 6823 Ansager";"55,71338554";"8,75063553";"0"
"H C Eskildsensvej 6, 6823 Ansager";"55,71120578";"8,75050999";"0"
"Hasselvej 1, Skovlund, 6823 Ansager";"55,73801036";"8,70866664";"0"
"Havevej 1, 6823 Ansager";"55,70581921";"8,75367032";"0"
"Havrevænget 1, Skovlund, 6823 Ansager";"55,73809335";"8,70384254";"0"
"Havrevænget 3, Skovlund, 6823 Ansager";"55,73832383";"8,70376394";"0"
"Havrevænget 4, Skovlund, 6823 Ansager";"55,73836309";"8,70406522";"0"
"Havrevænget 6, Skovlund, 6823 Ansager";"55,7385008";"8,70405223";"0"
"Havrevænget 8, Skovlund, 6823 Ansager";"55,73860699";"8,70404474";"0"
"Havrevænget 15, Skovlund, 6823 Ansager";"55,73954919";"8,70314793";"0"
"Hejrevej 2A, 6823 Ansager";"55,70202263";"8,76355837";"0"
"Hejrevej 2B, 6823 Ansager";"55,7019336";"8,76352025";"0"
"Hejrevej 2C, 6823 Ansager";"55,70185682";"8,76349366";"0"
"Hejrevej 4A, 6823 Ansager";"55,7017439";"8,76350978";"0"
"Hejrevej 4B, 6823 Ansager";"55,70176212";"8,7633585";"0"
"Hestkærbrovej 1, 6823 Ansager";"55,71139073";"8,77825632";"0"
"Hestkærbrovej 2, 6823 Ansager";"55,70949184";"8,77533716";"0"
"Hestkærbrovej 3, 6823 Ansager";"55,71220143";"8,78007537";"0"
"Hestkærbrovej 4, 6823 Ansager";"55,70987061";"8,77653545";"0"
"Hestkærbrovej 5, 6823 Ansager";"55,71589077";"8,79848402";"0"
"Hestkærbrovej 6, 6823 Ansager";"55,7084308";"8,77827945";"0"
"Hestkærbrovej 7, 6823 Ansager";"55,72215149";"8,80044456";"0"
"Hestkærbrovej 8, 6823 Ansager";"55,71064167";"8,77893011";"0"
"Hestkærbrovej 10, 6823 Ansager";"55,71054952";"8,77995446";"0"
"Hestkærbrovej 12, 6823 Ansager";"55,70677712";"8,78664269";"0"
"Hestkærbrovej 14, 6823 Ansager";"55,7054664";"8,78652699";"0"
"Hestkærbrovej 16, 6823 Ansager";"55,70595089";"8,78975857";"0"
"Hestkærbrovej 18, 6823 Ansager";"55,71122172";"8,77945587";"0"
"Hestkærbrovej 20, 6823 Ansager";"55,71150813";"8,77978371";"0"
"Hestkærbrovej 22, 6823 Ansager";"55,71086384";"8,78243389";"0"
"Hestkærbrovej 24, 6823 Ansager";"55,70789294";"8,78711738";"0"
"Hestkærbrovej 26, 6823 Ansager";"55,71117008";"8,78835529";"0"
"Hestkærbrovej 28, 6823 Ansager";"55,71341529";"8,79607899";"0"
"Hestkærbrovej 30, 6823 Ansager";"55,71251635";"8,80655099";"0"
"Hestkærbrovej 32, 6823 Ansager";"55,71356641";"8,80961576";"0"
"Hestkærbrovej 34, 6823 Ansager";"55,71366893";"8,81183274";"0"
"Hestkærbrovej 36, 6823 Ansager";"55,71615928";"8,80343162";"0"
"Hestkærbrovej 38, 6823 Ansager";"55,71883828";"8,80354647";"0"
"Hestkærbrovej 40, 6823 Ansager";"55,72111386";"8,80515072";"0"
"Hestkærbrovej 42, 6823 Ansager";"55,72432321";"8,80625509";"0"
"Hestkærbrovej 44, 6823 Ansager";"55,72437932";"8,80973192";"0"
"Hestkærbrovej 46, 6823 Ansager";"55,72402068";"8,81352326";"0"
"Hestkærbrovej 48, 6823 Ansager";"55,72422921";"8,8182407";"0"
"Hestkærvej 23, 6823 Ansager";"55,71615928";"8,81022759";"0"
"Hestkærvej 50, 6823 Ansager";"55,71798835";"8,81518728";"0"
"Hestkærvej 52, 6823 Ansager";"55,72171708";"8,81691145";"0"
"Hoddemarkvej 1, Hodde, 6823 Ansager";"55,68898806";"8,6903524";"0"
"Hoddemarkvej 2, Hodde, 6823 Ansager";"55,68617778";"8,69171431";"0"
"Hoddemarkvej 3, Hodde, 6823 Ansager";"55,6870119";"8,70431969";"0"
"Hoddemarkvej 4, Hodde, 6823 Ansager";"55,68278219";"8,68887131";"0"
"Hoddemarkvej 6, Hodde, 6823 Ansager";"55,68145015";"8,68368432";"0"
"Hoddemarkvej 8, Hodde, 6823 Ansager";"55,68238469";"8,69688522";"0"
"Hoddemarkvej 10, Hodde, 6823 Ansager";"55,68360788";"8,70273061";"0"
"Hoddemarkvej 14, Hodde, 6823 Ansager";"55,67842362";"8,69973642";"0"
"Hoddemarkvej 16, Hodde, 6823 Ansager";"55,68038897";"8,70263416";"0"
"Hoddemarkvej 18, Hodde, 6823 Ansager";"55,67537683";"8,70176153";"0"
"Hoddeskovvej 2, Hodde, 6823 Ansager";"55,72508771";"8,6858539";"0"
"Hoddeskovvej 4, Hodde, 6823 Ansager";"55,7205655";"8,68569885";"0"
"Hoddeskovvej 5, 6823 Ansager";"55,72920626";"8,69357892";"0"
"Hoddeskovvej 6, Hodde, 6823 Ansager";"55,71862795";"8,68523478";"0"
"Hoddeskovvej 7, Hodde, 6823 Ansager";"55,72121946";"8,69162126";"0"
"Hoddeskovvej 8, Hodde, 6823 Ansager";"55,71336882";"8,69543842";"0"
"Hoddeskovvej 9, Hodde, 6823 Ansager";"55,72113409";"8,69652436";"0"
"Hoddeskovvej 11, Hodde, 6823 Ansager";"55,71669186";"8,69351087";"0"
"Holtgårdvej 1, 6823 Ansager";"55,715904";"8,78126254";"0"
"Holtgårdvej 3, 6823 Ansager";"55,71817434";"8,78323821";"0"
"Holtgårdvej 5, 6823 Ansager";"55,71659334";"8,78481071";"0"
"Holtgårdvej 7, 6823 Ansager";"55,71862084";"8,79599679";"0"
"Hovedgaden 1, Skovlund, 6823 Ansager";"55,73827316";"8,70805183";"0"
"Hovedgaden 2, kl., Skovlund, 6823 Ansager";"55,73772353";"8,7082058";"0"
"Hovedgaden 2, st., Skovlund, 6823 Ansager";"55,73772353";"8,7082058";"0"
"Hovedgaden 2, 1., Skovlund, 6823 Ansager";"55,73772353";"8,7082058";"0"
"Hovedgaden 2, 2., Skovlund, 6823 Ansager";"55,73772353";"8,7082058";"0"
"Hovedgaden 3, Skovlund, 6823 Ansager";"55,7384541";"8,70807835";"0"
"Hovedgaden 4, st. th, Skovlund, 6823 Ansager";"55,73799434";"8,70823834";"0"
"Hovedgaden 4, st. tv, Skovlund, 6823 Ansager";"55,73799434";"8,70823834";"0"
"Hovedgaden 4, 1., Skovlund, 6823 Ansager";"55,73799434";"8,70823834";"0"
"Hovedgaden 6, Skovlund, 6823 Ansager";"55,73813611";"8,70826961";"0"
"Hovedgaden 7, Skovlund, 6823 Ansager";"55,73887682";"8,70813683";"0"
"Hovedgaden 8, st., Skovlund, 6823 Ansager";"55,73824524";"8,70829078";"0"
"Hovedgaden 8, 1., Skovlund, 6823 Ansager";"55,73824524";"8,70829078";"0"
"Hovedgaden 9, Skovlund, 6823 Ansager";"55,73905153";"8,70811546";"0"
"Hovedgaden 11, Skovlund, 6823 Ansager";"55,7392306";"8,70818835";"0"
"Hovedgaden 12, Skovlund, 6823 Ansager";"55,73847394";"8,70833574";"0"
"Hovedgaden 13, Skovlund, 6823 Ansager";"55,73936451";"8,70819627";"0"
"Hovedgaden 14, Skovlund, 6823 Ansager";"55,73859231";"8,70835269";"0"
"Hovedgaden 15, Skovlund, 6823 Ansager";"55,73948952";"8,70821014";"0"
"Hovedgaden 16, Skovlund, 6823 Ansager";"55,73866306";"8,70836395";"0"
"Hovedgaden 17, Skovlund, 6823 Ansager";"55,73964386";"8,70823241";"0"
"Hovedgaden 18, Skovlund, 6823 Ansager";"55,73890823";"8,70838745";"0"
"Hovedgaden 19, Skovlund, 6823 Ansager";"55,73979709";"8,70824815";"0"
"Hovedgaden 20, Skovlund, 6823 Ansager";"55,73912055";"8,70842058";"0"
"Hovedgaden 21, Skovlund, 6823 Ansager";"55,73994945";"8,70826915";"0"
"Hovedgaden 22, Skovlund, 6823 Ansager";"55,73922964";"8,70842726";"0"
"Hovedgaden 23, Skovlund, 6823 Ansager";"55,74010735";"8,70801759";"0"
"Hovedgaden 24, Skovlund, 6823 Ansager";"55,73936788";"8,7084439";"0"
"Hovedgaden 25, Skovlund, 6823 Ansager";"55,74037028";"8,70825263";"0"
"Hovedgaden 26, Skovlund, 6823 Ansager";"55,73958673";"8,70846728";"0"
"Hovedgaden 29, Skovlund, 6823 Ansager";"55,74067066";"8,70813714";"0"
"Hovedgaden 31, st., Skovlund, 6823 Ansager";"55,74106316";"8,7082602";"0"
"Hovedgaden 31, 1., Skovlund, 6823 Ansager";"55,74106316";"8,7082602";"0"
"Højbovej 1, Kærbæk, 6823 Ansager";"55,73433374";"8,79530493";"0"
"Højbovej 2, Kærbæk, 6823 Ansager";"55,73515429";"8,79482176";"0"
"Højbovej 3, Kærbæk, 6823 Ansager";"55,73589267";"8,77478964";"0"
"Højbovej 4, Kærbæk, 6823 Ansager";"55,7361206";"8,781092";"0"
"Irisvej 1, 6823 Ansager";"55,70338537";"8,76179661";"0"
"Irisvej 2, 6823 Ansager";"55,70297578";"8,76261555";"0"
"Irisvej 3, 6823 Ansager";"55,70354712";"8,76148072";"0"
"Irisvej 4, 6823 Ansager";"55,70326675";"8,76267012";"0"
"Irisvej 5, 6823 Ansager";"55,70363311";"8,76120014";"0"
"Irisvej 6, 6823 Ansager";"55,70340576";"8,76234864";"0"
"Irisvej 8, 6823 Ansager";"55,7036104";"8,7619523";"0"
"Irisvej 10, 6823 Ansager";"55,70378453";"8,76158016";"0"
"Kanalvej 1A, 10, 6823 Ansager";"55,70148959";"8,74909625";"0"
"Kanalvej 1A, 11, 6823 Ansager";"55,70148959";"8,74909625";"0"
"Kanalvej 1A, 12, 6823 Ansager";"55,70148959";"8,74909625";"0"
"Kanalvej 1A, 13, 6823 Ansager";"55,70148959";"8,74909625";"0"
"Kanalvej 1A, 14, 6823 Ansager";"55,70148959";"8,74909625";"0"
"Kanalvej 1A, 15, 6823 Ansager";"55,70148959";"8,74909625";"0"
"Kanalvej 1A, 16, 6823 Ansager";"55,70148959";"8,74909625";"0"
"Kanalvej 1A, 17, 6823 Ansager";"55,70148959";"8,74909625";"0"
"Kanalvej 1A, 18, 6823 Ansager";"55,70148959";"8,74909625";"0"
"Kanalvej 1A, 19, 6823 Ansager";"55,70148959";"8,74909625";"0"
"Kanalvej 1C, 6823 Ansager";"55,70211573";"8,74575172";"0"
"Kanalvej 3, 6823 Ansager";"55,70245976";"8,74366741";"0"
"Kanalvej 4, 6823 Ansager";"55,70216056";"8,74766291";"0"
"Kanalvej 9, 6823 Ansager";"55,70501676";"8,72959474";"0"
"Kanalvej 10, 6823 Ansager";"55,70723473";"8,73537701";"0"
"Kanalvej 11, 6823 Ansager";"55,70556546";"8,7226496";"0"
"Kanalvej 12, 6823 Ansager";"55,70661488";"8,7303178";"0"
"Kanalvej 13, 6823 Ansager";"55,70658616";"8,72163552";"0"
"Kanalvej 14, 6823 Ansager";"55,7089942";"8,72244835";"0"
"Kanalvej 15, 6823 Ansager";"55,70746649";"8,71743656";"0"
"Kanalvej 17, 6823 Ansager";"55,70603268";"8,71374752";"0"
"Kløvermarken 3, 6823 Ansager";"55,69969772";"8,75371693";"0"
"Kløvermarken 4, 6823 Ansager";"55,70005232";"8,75328256";"0"
"Kløvermarken 5, 6823 Ansager";"55,6997296";"8,75339136";"0"
"Kløvermarken 6, 6823 Ansager";"55,70009978";"8,75288926";"0"
"Kløvermarken 7, 6823 Ansager";"55,69980944";"8,75310335";"0"
"Kornvangen 1, Skovlund, 6823 Ansager";"55,73668091";"8,70697805";"0"
"Kornvangen 2, Skovlund, 6823 Ansager";"55,73651258";"8,70655011";"0"
"Kornvangen 3, Skovlund, 6823 Ansager";"55,73657886";"8,70740483";"0"
"Kornvangen 5, Skovlund, 6823 Ansager";"55,73652548";"8,70770272";"0"
"Kornvangen 6, Skovlund, 6823 Ansager";"55,73617717";"8,70742201";"0"
"Kornvangen 7, Skovlund, 6823 Ansager";"55,73629014";"8,70788588";"0"
"Kornvangen 8, Skovlund, 6823 Ansager";"55,73609945";"8,70749887";"0"
"Kornvangen 9, Skovlund, 6823 Ansager";"55,73605516";"8,70806871";"0"
"Kornvangen 10A, Skovlund, 6823 Ansager";"55,73600555";"8,70761137";"0"
"Kornvangen 10B, Skovlund, 6823 Ansager";"55,73589574";"8,70772081";"0"
"Kornvangen 11, Skovlund, 6823 Ansager";"55,7359159";"8,70822597";"0"
"Kornvangen 12, Skovlund, 6823 Ansager";"55,73572146";"8,70788837";"0"
"Kornvangen 13, Skovlund, 6823 Ansager";"55,7357374";"8,70839325";"0"
"Kornvangen 14, Skovlund, 6823 Ansager";"55,73552998";"8,70807533";"0"
"Kornvangen 15, Skovlund, 6823 Ansager";"55,73551229";"8,70860944";"0"
"Kornvangen 16, Skovlund, 6823 Ansager";"55,73534718";"8,70821095";"0"
"Kornvangen 17, Skovlund, 6823 Ansager";"55,73534102";"8,70872188";"0"
"Kornvangen 18, Skovlund, 6823 Ansager";"55,73515932";"8,7084474";"0"
"Kornvangen 19, Skovlund, 6823 Ansager";"55,73514967";"8,70896393";"0"
"Kornvangen 20, Skovlund, 6823 Ansager";"55,73493419";"8,70865722";"0"
"Kornvangen 21, Skovlund, 6823 Ansager";"55,73496012";"8,70909354";"0"
"Kornvangen 22, Skovlund, 6823 Ansager";"55,73454841";"8,70901841";"0"
"Kornvangen 23, Skovlund, 6823 Ansager";"55,73526612";"8,70937983";"0"
"Kornvangen 24, Skovlund, 6823 Ansager";"55,73433929";"8,70923384";"0"
"Kornvangen 25, Skovlund, 6823 Ansager";"55,73506158";"8,70963488";"0"
"Kornvangen 26, Skovlund, 6823 Ansager";"55,73417848";"8,70939763";"0"
"Kornvangen 27A, Skovlund, 6823 Ansager";"55,7348248";"8,70981771";"0"
"Kornvangen 27B, Skovlund, 6823 Ansager";"55,7346897";"8,7099485";"0"
"Kornvangen 28, Skovlund, 6823 Ansager";"55,73402035";"8,70955359";"0"
"Kornvangen 29, Skovlund, 6823 Ansager";"55,7345366";"8,70998976";"0"
"Kornvangen 30, Skovlund, 6823 Ansager";"55,73356575";"8,70992323";"0"
"Kornvangen 31, Skovlund, 6823 Ansager";"55,73469043";"8,70945864";"0"
"Kornvangen 33, Skovlund, 6823 Ansager";"55,73447638";"8,70956597";"0"
"Kornvangen 35, Skovlund, 6823 Ansager";"55,7342797";"8,70975932";"0"
"Kornvangen 37A, Skovlund, 6823 Ansager";"55,73441711";"8,71037906";"0"
"Kornvangen 37B, Skovlund, 6823 Ansager";"55,73449098";"8,71030526";"0"
"Kornvangen 39A, Skovlund, 6823 Ansager";"55,73428762";"8,71041203";"0"
"Kornvangen 39B, Skovlund, 6823 Ansager";"55,73433054";"8,71055058";"0"
"Kornvangen 41, Skovlund, 6823 Ansager";"55,73411072";"8,7099254";"0"
"Krogagervej 1, 6823 Ansager";"55,70845985";"8,75362761";"0"
"Krogagervej 4, 6823 Ansager";"55,70211861";"8,76605085";"0"
"Krogagervej 6, 6823 Ansager";"55,6998797";"8,78055156";"0"
"Krogagervej 8, 6823 Ansager";"55,69890196";"8,78199248";"0"
"Krogagervej 10, 6823 Ansager";"55,69937077";"8,78802113";"0"
"Krogagervej 11, 6823 Ansager";"55,70417447";"8,76539427";"0"
"Krogagervej 12, 6823 Ansager";"55,6985356";"8,79293605";"0"
"Krogagervej 19, 6823 Ansager";"55,70178126";"8,76883311";"0"
"Krogagervej 21, 6823 Ansager";"55,70395947";"8,77218353";"0"
"Krogagervej 23, 6823 Ansager";"55,70056377";"8,77985368";"0"
"Krogagervej 25, 6823 Ansager";"55,70036699";"8,78116347";"0"
"Krogagervej 27, 6823 Ansager";"55,70151661";"8,7874184";"0"
"Krogagervej 29, 6823 Ansager";"55,70204986";"8,78796701";"0"
"Krogagervej 31, 6823 Ansager";"55,7036115";"8,79083933";"0"
"Krogagervej 35, 6823 Ansager";"55,70396016";"8,78257457";"0"
"Krogagervej 37, 6823 Ansager";"55,69986512";"8,78754017";"0"
"Krogagervej 41, 6823 Ansager";"55,69936201";"8,80110172";"0"
"Krogagervej 43, 6823 Ansager";"55,70418282";"8,8015792";"0"
"Krogagervej 45, 6823 Ansager";"55,70504853";"8,80172281";"0"
"Kvie Søvej 1, 6823 Ansager";"55,72640443";"8,74445345";"0"
"Kvie Søvej 3, 6823 Ansager";"55,72843915";"8,74915466";"0"
"Kvie Søvej 4, 6823 Ansager";"55,72844212";"8,77067596";"0"
"Kvie Søvej 5, 6823 Ansager";"55,73001479";"8,75344396";"0"
"Kvie Søvej 7, 6823 Ansager";"55,7301341";"8,76963709";"0"
"Kvie Søvej 8, 6823 Ansager";"55,72665425";"8,77424065";"0"
"Kvie Søvej 10, 6823 Ansager";"55,72791866";"8,7725292";"0"
"Kvie Søvej 12, 6823 Ansager";"55,72779578";"8,77283785";"0"
"Kvie Søvej 14, 6823 Ansager";"55,72763989";"8,77308809";"0"
"Kvie Søvej 16, 6823 Ansager";"55,72747208";"8,773397";"0"
"Kvie Søvej 18, 6823 Ansager";"55,72755111";"8,77324403";"0"
"Kvievej 2, 6823 Ansager";"55,70574982";"8,76061069";"0"
"Kvievej 4, 6823 Ansager";"55,70576279";"8,76090358";"0"
"Kvievej 6, 6823 Ansager";"55,70581601";"8,76114609";"0"
"Kvievej 7, 6823 Ansager";"55,70650004";"8,76229263";"0"
"Kvievej 8, 6823 Ansager";"55,7058626";"8,76135491";"0"
"Kvievej 14, 6823 Ansager";"55,70764578";"8,76769963";"0"
"Kvievej 16, 6823 Ansager";"55,70880225";"8,77088267";"0"
"Kvievej 17, 6823 Ansager";"55,71019549";"8,77299249";"0"
"Kvievej 18, 6823 Ansager";"55,71340981";"8,77385276";"0"
"Kvievej 19, 6823 Ansager";"55,71324641";"8,77140084";"0"
"Kvievej 20, 6823 Ansager";"55,71886516";"8,7769814";"0"
"Kvievej 21, 6823 Ansager";"55,71922739";"8,77605573";"0"
"Kvievej 22, 6823 Ansager";"55,72468098";"8,78598567";"0"
"Kvievej 23, 6823 Ansager";"55,72391428";"8,78060466";"0"
"Kvievej 24, 6823 Ansager";"55,72722744";"8,78594352";"0"
"Kvievej 25, 6823 Ansager";"55,72672186";"8,78329244";"0"
"Kvievej 27, 6823 Ansager";"55,72837723";"8,78456853";"0"
"Kvievej 33, 6823 Ansager";"55,72954776";"8,78855301";"0"
"Kvievej 34, 6823 Ansager";"55,72940257";"8,78913769";"0"
"Kvievej 35, 6823 Ansager";"55,73022087";"8,7879919";"0"
"Kvievej 36, 6823 Ansager";"55,72961548";"8,78947825";"0"
"Kvievej 37, 6823 Ansager";"55,72968933";"8,78899809";"0"
"Kvievej 38, 6823 Ansager";"55,72977115";"8,7898188";"0"
"Kvievej 39, 6823 Ansager";"55,72989384";"8,78936847";"0"
"Kvievej 40, 6823 Ansager";"55,72988989";"8,79010844";"0"
"Kvievej 41, 6823 Ansager";"55,73010562";"8,78962592";"0"
"Kvievej 42, 6823 Ansager";"55,73017442";"8,79034926";"0"
"Kvievej 43, 6823 Ansager";"55,73024712";"8,78987946";"0"
"Kvievej 45, 6823 Ansager";"55,73036565";"8,79009745";"0"
"Kvievej 47, 6823 Ansager";"55,73063587";"8,79037911";"0"
"Kvievej 50, 6823 Ansager";"55,73108576";"8,79206779";"0"
"Kvievej 51, 6823 Ansager";"55,73114784";"8,79100296";"0"
"Kvievej 52, 6823 Ansager";"55,7313097";"8,7923443";"0"
"Kvievej 57, 6823 Ansager";"55,73277701";"8,78954595";"0"
"Kvievej 59, 6823 Ansager";"55,737897";"8,8072667";"0"
"Kvievej 60, 6823 Ansager";"55,73226925";"8,79437812";"0"
"Kvievej 61, 6823 Ansager";"55,73456118";"8,81114001";"0"
"Kvievej 62, 6823 Ansager";"55,73264424";"8,79477394";"0"
"Kvievej 64, 6823 Ansager";"55,73278243";"8,79498819";"0"
"Kvievej 66, 6823 Ansager";"55,73299439";"8,79492736";"0"
"Kvievej 68, 6823 Ansager";"55,73319759";"8,79854098";"0"
"Kvievej 70, 6823 Ansager";"55,73377839";"8,80589661";"0"
"Kvievej 72, 6823 Ansager";"55,73354371";"8,81428062";"0"
"Kvievej 74, 6823 Ansager";"55,73375596";"8,82058466";"0"
"Kvievej 76, 6823 Ansager";"55,73423941";"8,82572489";"0"
"Kærbækvej 15, 6823 Ansager";"55,72624783";"8,81797849";"0"
"Kærbækvej 17, 6823 Ansager";"55,72627023";"8,7998007";"0"
"Kærbækvej 19, 6823 Ansager";"55,72536302";"8,79730221";"0"
"Kærbækvej 28, 6823 Ansager";"55,72960885";"8,82817997";"0"
"Kærbækvej 30, 6823 Ansager";"55,7288033";"8,82013526";"0"
"Kærbækvej 32, 6823 Ansager";"55,72807614";"8,81181378";"0"
"Kærbækvej 34, 6823 Ansager";"55,72753552";"8,80846016";"0"
"Kærbækvej 36, 6823 Ansager";"55,72791408";"8,80407841";"0"
"Kærbækvej 38, 6823 Ansager";"55,72883751";"8,79699298";"0"
"Kærbækvej 44, 6823 Ansager";"55,7303432";"8,79100376";"0"
"Kølbanken 1, 6823 Ansager";"55,70855771";"8,75096053";"0"
"Kølbanken 2, 6823 Ansager";"55,70848145";"8,75172761";"0"
"Kølbanken 3, 6823 Ansager";"55,7088756";"8,75050893";"0"
"Kølbanken 4, 6823 Ansager";"55,70856127";"8,75147518";"0"
"Kølbanken 5, 6823 Ansager";"55,70957873";"8,74981342";"0"
"Kølbanken 6, 6823 Ansager";"55,70880323";"8,75120215";"0"
"Kølbanken 8, 6823 Ansager";"55,70904187";"8,75088616";"0"
"Kølbanken 10, 6823 Ansager";"55,70920894";"8,75054595";"0"
"Kølbanken 12A, 6823 Ansager";"55,70950247";"8,75066949";"0"
"Kølbanken 12B, 6823 Ansager";"55,7090882";"8,75140197";"0"
"Kølbanken 14, 6823 Ansager";"55,70965877";"8,75038107";"0"
"Lindegade 1, 6823 Ansager";"55,70353658";"8,75131978";"0"
"Lindegade 2, 6823 Ansager";"55,7038762";"8,75108371";"0"
"Lindegade 3, 6823 Ansager";"55,70334534";"8,75081753";"0"
"Lindegade 5A, 6823 Ansager";"55,70364996";"8,75068941";"0"
"Lindegade 5B, 6823 Ansager";"55,7033118";"8,75049393";"0"
"Lindegade 6, 6823 Ansager";"55,70394635";"8,7505389";"0"
"Lindegade 7A, 6823 Ansager";"55,70362266";"8,75038581";"0"
"Lindegade 7B, 6823 Ansager";"55,70333997";"8,75007287";"0"
"Lindegade 10, 6823 Ansager";"55,70441731";"8,74910073";"0"
"Lindegade 11, 6823 Ansager";"55,70388038";"8,7499531";"0"
"Lindegade 13, 6823 Ansager";"55,7035467";"8,74984162";"0"
"Lindegade 15, 6823 Ansager";"55,70392769";"8,74967051";"0"
"Lindegade 17, 6823 Ansager";"55,70392953";"8,74924786";"0"
"Lindegade 19, 6823 Ansager";"55,70354691";"8,74875671";"0"
"Lindegade 21, 6823 Ansager";"55,7041842";"8,74899656";"0"
"Lindegade 23, 6823 Ansager";"55,70428097";"8,7487746";"0"
"Lindegade 25, 6823 Ansager";"55,70434565";"8,74863781";"0"
"Lindegade 27, st., 6823 Ansager";"55,7044155";"8,74847823";"0"
"Lindegade 27, 1., 6823 Ansager";"55,7044155";"8,74847823";"0"
"Lindegade 29, 6823 Ansager";"55,70420842";"8,74818486";"0"
"Lundvej 1, Skovlund, 6823 Ansager";"55,73904806";"8,70911442";"0"
"Lundvej 2, Skovlund, 6823 Ansager";"55,73868794";"8,70877659";"0"
"Lundvej 3, Skovlund, 6823 Ansager";"55,73953459";"8,70932852";"0"
"Lundvej 4, Skovlund, 6823 Ansager";"55,73879249";"8,7092552";"0"
"Lundvej 5, Skovlund, 6823 Ansager";"55,73897879";"8,70949511";"0"
"Lundvej 6, Skovlund, 6823 Ansager";"55,73850119";"8,70963738";"0"
"Lundvej 7, Skovlund, 6823 Ansager";"55,73898699";"8,70984798";"0"
"Lundvej 8, Skovlund, 6823 Ansager";"55,73870094";"8,70986683";"0"
"Lundvej 9, Skovlund, 6823 Ansager";"55,73904465";"8,71040946";"0"
"Lundvej 10, Skovlund, 6823 Ansager";"55,73874463";"8,71033523";"0"
"Lundvej 12, Skovlund, 6823 Ansager";"55,73875173";"8,71067983";"0"
"Lundvej 13, Skovlund, 6823 Ansager";"55,73895946";"8,7110169";"0"
"Lundvej 14, Skovlund, 6823 Ansager";"55,73874839";"8,71109315";"0"
"Lundvej 15, Skovlund, 6823 Ansager";"55,739017";"8,71133835";"0"
"Lundvej 16, Skovlund, 6823 Ansager";"55,73874155";"8,71139294";"0"
"Lundvej 17, Skovlund, 6823 Ansager";"55,73899021";"8,71178848";"0"
"Lundvej 18, Skovlund, 6823 Ansager";"55,73874082";"8,71169556";"0"
"Lundvej 20, Skovlund, 6823 Ansager";"55,73871694";"8,71204835";"0"
"Lundvej 21, Skovlund, 6823 Ansager";"55,73921832";"8,71266087";"0"
"Lundvej 23, Skovlund, 6823 Ansager";"55,73791106";"8,71688969";"0"
"Lundvej 27, Skovlund, 6823 Ansager";"55,73773545";"8,71969574";"0"
"Lundvej 28, Skovlund, 6823 Ansager";"55,73767385";"8,71541281";"0"
"Lundvej 30, Skovlund, 6823 Ansager";"55,7376941";"8,71624226";"0"
"Lundvej 32, Skovlund, 6823 Ansager";"55,73675656";"8,722693";"0"
"Lundvej 34, Skovlund, 6823 Ansager";"55,73621537";"8,72413063";"0"
"Lærkeholtvej 1, Skovlund, 6823 Ansager";"55,73804673";"8,68150256";"0"
"Lærkeholtvej 2, Skovlund, 6823 Ansager";"55,74338348";"8,68322924";"0"
"Lærkeholtvej 4, Skovlund, 6823 Ansager";"55,74170996";"8,68166784";"0"
"Lærkeholtvej 6, Skovlund, 6823 Ansager";"55,74140398";"8,67561155";"0"
